unique_id|competitor_name|store_name|store_addressline1|store_addressline2|store_suburb|store_state|store_postcode|store_addressid|extraction_date|product_name|brand|brand_type|grammage_quantity|grammage_unit|drained_weight|producthierarchy_level1|producthierarchy_level2|producthierarchy_level3|producthierarchy_level4|producthierarchy_level5|producthierarchy_level6|producthierarchy_level7|regular_price|selling_price|price_was|promotion_price|promotion_valid_from|promotion_valid_upto|promotion_type|percentage_discount|promotion_description|package_sizeof_sellingprice|per_unit_sizedescription|price_valid_from|price_per_unit|multi_buy_item_count|multi_buy_items_price_total|currency|breadcrumb|pdp_url|variants|product_description|instructions|storage_instructions|preparationinstructions|instructionforuse|country_of_origin|allergens|age_of_the_product|age_recommendations|flavour|nutritions|nutritional_information|vitamins|labelling|grade|region|packaging|receipies|processed_food|barcode|frozen|chilled|organictype|cooking_part|Handmade|max_heating_temperature|special_information|label_information|dimensions|special_nutrition_purpose|feeding_recommendation|warranty|color|model_number|material|usp|dosage_recommendation|tasting_note|food_preservation|size|rating|review|file_name_1|image_url_1|file_name_2|image_url_2|file_name_3|image_url_3|competitor_product_key|fit_guide|occasion|material_composition|style|care_instructions|heel_type|heel_height|upc|features|dietary_lifestyle|manufacturer_address|importer_address|distributor_address|vinification_details|recycling_information|return_address|alchol_by_volume|beer_deg|netcontent|netweight|site_shown_uom|ingredients|random_weight_flag|instock|promo_limit|product_unique_key|multibuy_items_pricesingle|perfect_match|servings_per_pack|Warning|suitable_for|standard_drinks|environmental|grape_variety|retail_limit
00-422295|Billa|||||||00-10|2025-10-16|BILLA Bio Haltbarmilch 3.5%|Billa Bio|||||Kühlwaren|Milchprodukte|Haltbarmilch & Kondensmilch|||||159|||||||||||||||EUR|Kühlwaren > Milchprodukte > Haltbarmilch & Kondensmilch|https://shop.billa.at/produkte/billa-bio-haltbarmilch-35-00422295||Eine Kuh macht Muh, viele Kühe machen unsere Bio-Milch.<br>Dank langer Haltbarkeit ein weißer Genuss auf Vorrat.<ul><li>Bio-Milch aus Österreich</li><li>Gentechnikfrei, sagen die lieben Bio-Kühe</li><li>Lieber eine mehr kaufen, denn die hält eh länger</li><li>Danke für die Mühe, liebe Bio-Kühe</li></ul>|||||Österreich|CONTAINS AM||||||||||||||||||||||||||||||||||||00-422295_1.PNG|https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-422295-0258761697-v1Vpyp9p.jpg|||||00-422295||||||||||||||||||||||||TRUE|||||||||||
00-437340|Billa|||||||00-10|2025-10-16|Berger Wellness Schinken Geschnitten|Berger|||||Kühlwaren|Wurst, Schinken & Speck|Schinken|||||259|||||||||||||||EUR|Kühlwaren > Wurst, Schinken & Speck > Schinken|https://shop.billa.at/produkte/berger-wellness-schinken-geschnitten-00437340||Leichter Schinkengenuss mit vollem Geschmack: Mit nur 2 % Fett eignet sich der Berger Wellness Schinken für alle, die Wert auf eine bewusste Ernährung legen.<ul><li>Kochpökelschinken aus österreichischem Fleisch, geschnitten</li><li>handgefertigt, ohne Geschmacksverstärker</li></ul>|||||Österreich|||||||||||||||||||||||||||||||||||||00-437340_1.PNG|https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-437340-0214279941-7uhO2Yrq.jpg|||||00-437340||||||||||||||||||||||||TRUE|||||||||||
00-451542|Billa|||||||00-10|2025-10-16|BILLA Tierwohl Heumilch länger frisch 3,6%|Billa immer gut|||||Kühlwaren|Milchprodukte|Milch|||||169|||||||||||||||EUR|Kühlwaren > Milchprodukte > Milch|https://shop.billa.at/produkte/billa-tierwohl-heumilch-laenger-frisch-36-00451542||Bergbauern Heumilch von BILLA unterstützt die traditionelle Milchgewinnung. Die Kühe grasen im Sommer auf der Alm, im Winter bekommen sie bestes Heu.<ul><li>3,6 % Fettgehalt</li><li>Qualität und Unverfälschtheit aus dem Salzburger Land</li></ul>|||||Österreich|CONTAINS AM||||||||||||||||||||||||||||||||||||00-451542_1.PNG|https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-451542-0202405917-3ENrtSUA.jpg|||||00-451542||||||||||||||||||||||||TRUE|||||||||||
00-288154|Billa|||||||00-10|2025-10-16|Clever Brötchen zum Fertigbacken|CLEVER|||||Brot & Gebäck|Aufbackbrötchen & Toast|Aufbackbrötchen & -baguettes|||||89|||||||||||||||EUR|Brot & Gebäck > Aufbackbrötchen & Toast > Aufbackbrötchen & -baguettes|https://shop.billa.at/produkte/clever-broetchen-zum-fertigbacken-00288154||Das Beste am gemeinsamen Frühstück ist frisch gebackenes, herrlich knuspriges, ofenwarmes Gebäck.<br>Mit den Clever Brötchen kann man das im Nu selbst machen: Einfach auspacken und 8-10 Minuten ins Rohr. Fertig!|||||Deutschland|CONTAINS AW||||||||||||||||||||||||||||||||||||00-288154_1.PNG|https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-288154-2050469286-Zr-J2Z9p.jpg|||||00-288154||||||||||||||||||||||||TRUE|||||||||||
00-701766|Billa|||||||00-10|2025-10-16|Soletti Salzstangerl|Soletti|||||Süßes & Salziges|Chips & Co.|Knabbereien|||||209|||||||||||||||EUR|Süßes & Salziges > Chips & Co. > Knabbereien|https://shop.billa.at/produkte/soletti-salzstangerl-00701766||Tradition & Regionalität - das vermittelt die Marke Soletti ganz besonders. Seit über 75 Jahren werden Soletti Snacks im südoststeirischen Feldbach hergestellt. Dabei wird 100% österreichisches Mehl und 100% Salz aus den österreichischen Alpen verarbeitet. Die beliebte Familienpackung darf als Partysnack nicht fehlen und ist einfach immer dabei.|||||Österreich|CONTAINS AW, MAY_CONTAIN AS, MAY_CONTAIN AM||||||||||||||||||||||||||||||||||||00-701766_1.PNG|https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-701766-1361277837-Uk-fiH6K.jpg|||||00-701766||||||||||||||||||||||||TRUE|||||||||||
00-401924|Billa|||||||00-10|2025-10-16|Ja! Natürlich Snacktomaten|Ja! Natürlich|||||Obst & Gemüse|Gemüse|Gartengemüse|||||299|||||||||||||||EUR|Obst & Gemüse > Gemüse > Gartengemüse|https://shop.billa.at/produkte/ja-natuerlich-snacktomaten-00401924||Wer auf österreichische Bio-Snacktomaten von Ja! Natürlich auch außerhalb der wärmeren Sommermonate nicht verzichten will, findet ab April Bio-Snacktomaten aus Oberösterreich im Regal. Die vorhandene Geothermie in Geinberg ermöglicht den Anbau von Bio-Fruchtgemüse auch außerhalb der herkömmlichen Saison.<ul><li>100% Bio</li><li>Aus Österrreich</li><li>100% Gentechnikfrei</li></ul>|||||Österreich|||||||||||||||||||||||||||||||||||||00-401924_1.PNG|https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-401924-815313161-5O8XzkBG.jpg|||||00-401924||||||||||||||||||||||||TRUE|||||||||||
00-89532|Billa|||||||00-10|2025-10-16|Da komm ich her! Erdäpfel speckig|Da komm ich her!|||||Obst & Gemüse|Gemüse|Zwiebel und Kartoffeln|||||159|||||||||||||||EUR|Obst & Gemüse > Gemüse > Zwiebel und Kartoffeln|https://shop.billa.at/produkte/da-komm-ich-her-erdaepfel-speckig-0089532||Klasse I<br><br>Heimisches Gemüse aus österreichischem Anbau: Die speckigen Erdäpfel von Da komm` ich her! lassen sich wunderbar zu Salat und köstlichen Beilagen verarbeiten.<li>aus der Region<li>reich an Vitaminen und Mineralstoffen|||||Österreich|||||||||||||||||||||||||||||||||||||00-89532_1.PNG|https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-89532-1406593910-8oOZpy6M.jpg|||||00-89532||||||||||||||||||||||||TRUE|||||||||||
00-769497|Billa|||||||00-10|2025-10-16|Vöslauer Ohne|Vöslauer|||||Getränke|Alkoholfreie Getränke|Mineralwasser|Getränke|Mineralwasser|still||85|||||||||||||||EUR|Getränke > Alkoholfreie Getränke > Mineralwasser > Getränke > Mineralwasser > still|https://shop.billa.at/produkte/voeslauer-ohne-00769497||Vöslauer Ohne ist ein natürliches Mineralwasser ohne Kohlensäure. In der Flasche mit dem praktischen Pocket-Ring-Verschluss ist es perfekt für unterwegs.<ul><li>Flasche zu 100 % aus recycelten PET-Flaschen hergestellt</li></ul>|||||Österreich|||||||||||||||||||||||||||||||||||||00-769497_1.PNG|https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-769497-2123114938-CRQLGErm.jpg|||||00-769497||||||||||||||||||||||||TRUE|||||||||||
00-769749|Billa|||||||00-10|2025-10-16|Gröbi Orange-Maracuja|Gröbi|||||Getränke|Alkoholfreie Getränke|Limonaden|||||199|||||||||||||||EUR|Getränke > Alkoholfreie Getränke > Limonaden|https://shop.billa.at/produkte/groebi-orangemaracuja-00769749||Himmlisch leicht und einfach unwiderstehlich: GRÖBI Orange-Maracuja ist eine Versuchung für Ihre Geschmacksnerven, der Sie nachgeben sollten. Denn die fruchtig frische Limonade liefert Ihnen eine extra Portion Erfrischung und viele Vitamine - ganz ohne Zucker. GRÖBI. Alles, was ich will.|||||Österreich|||||||||||||||||||||||||||||||||||||00-769749_1.PNG|https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-769749-177924011-9ohqPUsU.jpg|||||00-769749||||||||||||||||||||||||TRUE|||||||||||
00-89613|Billa|||||||00-10|2025-10-16|Suppengrün||||||Obst & Gemüse|Gemüse|Gartengemüse|||||119|||||||||||||||EUR|Obst & Gemüse > Gemüse > Gartengemüse|https://shop.billa.at/produkte/suppengruen-0089613||Beste Gemusezutaten aus der Region: Das frische Suppengrun fur kraftige Eintopfe darf in keiner Kuche fehlen.<ul><li>Suppengrun aus Sellerie, Karotten, Porree, Peterwurze, Petersil, Pastinake</li><li>feinste Zutaten aus regionalem Anbau</li><li>vitamin- und nahrstoffreich</li></ul>|||||Österreich, Italien|CONTAINS BC||||||||||||||||||||||||||||||||||||00-89613_1.PNG|https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-89613-01681903141-A3pU7dhu.jpg|||||00-89613||||||||||||||||||||||||TRUE|||||||||||
00-407972|Billa|||||||00-10|2025-10-16|Da komm ich her! Jungzwiebel|Da komm ich her!|||||Obst & Gemüse|Gemüse|Zwiebel und Kartoffeln|||||159|||||||||||||||EUR|Obst & Gemüse > Gemüse > Zwiebel und Kartoffeln|https://shop.billa.at/produkte/da-komm-ich-her-jungzwiebel-00407972||Beliebt ist der Jungzwiebel als Zutat in vielen Gerichten. Mit seinem knackig frischen Grün und dem würzigen Weiß macht das Gemüse Freude und Gusto beim Kochen.<ul><li>reich an Vitaminen, Ballaststoffen und Mineralien</li><li>roh oder gekocht genießen</li><li>regionales Produkt von Da komm` ich her!</li></ul>|||||Österreich|||||||||||||||||||||||||||||||||||||00-407972_1.PNG|https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-407972-241014006-NcPtGyal.jpg|||||00-407972||||||||||||||||||||||||TRUE|||||||||||
00-275654|Billa|||||||00-10|2025-10-16|Ja! Natürlich Sauerrahm 15%|Ja! Natürlich|||||Kühlwaren|Milchprodukte|Rahm, Obers & Topfen|||||129|||||||||||||||EUR|Kühlwaren > Milchprodukte > Rahm, Obers & Topfen|https://shop.billa.at/produkte/ja-natuerlich-sauerrahm-15-00275654||Unser Bio-Sauerrahm ist besonders vollmundig und wird aus hochwertigster Bio-Heumilch im Salzburger Land hergestellt. Er enthält alle essenziellen Inhaltstoffe der Milch in konzentrierter Form, dazu gehören hochwertiges Eiweiß, Vitamine, Kalzium und vieles mehr.|||||Österreich|CONTAINS AM||||||||||||||||||||||||||||||||||||00-275654_1.PNG|https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-275654-022688426-k6IE7y23.jpg|||||00-275654||||||||||||||||||||||||TRUE|||||||||||
00-282168|Billa|||||||00-10|2025-10-16|Clever Mozzarella|CLEVER|||||Kühlwaren|Käse, Aufstriche & Salate|Feta & Mozzarella|||||99|||||||||||||||EUR|Kühlwaren > Käse, Aufstriche & Salate > Feta & Mozzarella|https://shop.billa.at/produkte/clever-mozzarella-00282168||"Der clever Mozzarella schmeckt herrlich mit frischen Tomaten und Basilikum und bringt italienischen Flair mit nach Hause.
<ul><li>feiner Mozzarella
</li><li>leichtes Gericht für heiße Tage
</li><li>schmeckt mit frischen Beilagen besonders gut</li></ul>"|||||Deutschland|CONTAINS AM||||||||||||||||||||||||||||||||||||00-282168_1.PNG|https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-282168-910389915-iOzM-yUr.jpg|||||00-282168||||||||||||||||||||||||TRUE|||||||||||
00-410755|Billa|||||||00-10|2025-10-16|Himbeeren||||||Obst & Gemüse|Obst|Steinobst & Beeren|||||329|||||||||||||||EUR|Obst & Gemüse > Obst > Steinobst & Beeren|https://shop.billa.at/produkte/himbeeren-00410755||Klasse I<br><br>Himbeeren verfuhren mit ihrem sußlichen Geschmack mit leichter Saure. Sie lassen sich gleich pur genießen oder als kostliches Dessert zubereiten.<ul><li>frische rot-pinke Fruchte</li><li>herrliches Aroma</li><li>reich an Vitaminen und Eisen</li></ul>|||||Spanien, Marokko, Ägypten, Österreich|||||||||||||||||||||||||||||||||||||00-410755_1.PNG|https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-410755-0506398523-h_acgSvj.jpg|||||00-410755||||||||||||||||||||||||TRUE|||||||||||
00-802950|Billa|||||||00-10|2025-10-16|Ja! Natürlich Laktosefreie Vollmilch 3.5%|Ja! Natürlich|||||Kühlwaren|Milchprodukte|Milch|||||189|||||||||||||||EUR|Kühlwaren > Milchprodukte > Milch|https://shop.billa.at/produkte/ja-natuerlich-laktosefreie-vollmilch-35-00802950||Die laktosefreie Bio-Vollmilch von Ja! Natürlich mit einem Fettanteil von 3,5 Prozent bietet vor allem Personen mit Laktoseunverträglichkeit, eine Milchalternative in höchster Bio-Qualität. Bei der Abfüllung der Bio-Vollmilch wird in einem Verarbeitungsschritt der enthaltene Milchzucker (Laktose) bereits in der Molkerei gespalten, wodurch die Milch leicht süßlich schmeckt.<br>Die laktosefreie Bio-Vollmilch wird von österreichischen Bäuerinnen und Bauern aus den Regionen Pinzgau, Pongau, Mostviertel & Kaiserwinkl produziert. Die Milchkühe genießen höchste Tierwohlstandards, u.a. im Nationalpark Hohe Tauern. Anbindehaltung ist strikt verboten.<br>Verpackt ist die Bio-Milch in einem umweltfreundlichen Karton, dem 'Natural Brown Board'. Dieser ist im Vergleich zu herkömmlichen Milchkartons ungebleicht und wird ausschließlich in FSC-zertifizierter Forstwirtschaft hergestellt. Die Beschichtung besteht aus Tallöl, einem Nebenprodukt der Papierherstellung. In der Herstellung des Brown Boards werden weniger Material und Energie verbraucht. Das schont Umwelt und Klima und erzeugt rund 20 Prozent weniger CO2 als die Herstellung herkömmlicher Milchkartons.<ul><li>Länger haltbare laktosefreie Bio-Vollmilch</li><li>Nach höchsten Tierwohlstandards produziert</li><li>365 Tage und 24 Stunden am Tag Freilauf für die Milchkühe - Anbindehaltung ist strikt verboten!</li><li>Ausschließlich Fütterung mit österreichischem gentechnikfreiem* Bio-Futter</li><li>Umweltfreundliche Verpackung spart 20 Prozent CO2 in der Produktion</li></ul><br>* gemäß EU-Bio-Verordnung|||||Österreich|CONTAINS AM||||||||||||||||||||||||||||||||||||00-802950_1.PNG|https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-802950-964848578-ktEliCMw.jpg|||||00-802950||||||||||||||||||||||||TRUE|||||||||||
00-769940|Billa|||||||00-10|2025-10-16|Coca Cola Zero|Coca Cola|||||Getränke|Alkoholfreie Getränke|Limonaden|||||135|||||||||||||||EUR|Getränke > Alkoholfreie Getränke > Limonaden|https://shop.billa.at/produkte/coca-cola-zero-00769940||Coca-Cola zero schmeckt so einzigartig wie das Original, nur eben ohne Zucker. Eine prickelnde Erfrischung, zum Teilen gedacht.|||||Österreich|||||||||||||||||||||||||||||||||||||00-769940_1.PNG|https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-769940-0940022207-pM4g7hsc.jpg|||||00-769940||||||||||||||||||||||||TRUE|||||||||||
00-307536|Billa|||||||00-10|2025-10-16|Clever Avocado|CLEVER|||||Obst & Gemüse|Obst|Exotisches Obst|||||99|||||||||||||||EUR|Obst & Gemüse > Obst > Exotisches Obst|https://shop.billa.at/produkte/clever-avocado-00307536||Die clever Avocados zeichnen sich durch ihre zahlreichen Nährstoffe und ihren einzigartigen Geschmack aus. Besonders gut schmecken sie in Bowls, Salaten oder als Dips... Versuchen Sie es doch mal mit einer selbstgemachten Guacamole!<ul><li>reich an Vitaminen, Mineralstoffen und ungesättigten Fettsäuren </li><li>leicht nussiger und milder Geschmack</li></ul>|||||Peru|||||||||||||||||||||||||||||||||||||00-307536_1.PNG|https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-307536-814934158-EX6XapeX.jpg|||||00-307536||||||||||||||||||||||||TRUE|||||||||||
